# L TT EE BB TE PP TP EP RR
3.2980000000e+03 1.3002000000e+01 4.4093000000e-01 0.0000000000e+00 -9.8476000000e-01 1.0181000000e-09 1.2856000000e-07 -8.0307000000e-10 4.5824547740e-14
3.2990000000e+03 1.2986000000e+01 4.3804000000e-01 0.0000000000e+00 -9.7979000000e-01 1.0176000000e-09 1.2833000000e-07 -7.6389000000e-10 4.5750727370e-14
3.3000000000e+03 1.2969000000e+01 4.3516000000e-01 0.0000000000e+00 -9.7467000000e-01 1.0171000000e-09 1.2811000000e-07 -7.2477000000e-10 4.5677042429e-14
3.3010000000e+03 1.2952000000e+01 4.3232000000e-01 0.0000000000e+00 -9.6946000000e-01 1.0166000000e-09 1.2789000000e-07 -6.8573000000e-10 4.5603492639e-14
3.3020000000e+03 1.2935000000e+01 4.2947000000e-01 0.0000000000e+00 -9.6417000000e-01 1.0161000000e-09 1.2767000000e-07 -6.4675000000e-10 4.5530077719e-14
3.3030000000e+03 1.2918000000e+01 4.2665000000e-01 0.0000000000e+00 -9.5873000000e-01 1.0156000000e-09 1.2746000000e-07 -6.0785000000e-10 4.5456797393e-14
3.3040000000e+03 1.2901000000e+01 4.2382000000e-01 0.0000000000e+00 -9.5328000000e-01 1.0151000000e-09 1.2725000000e-07 -5.6902000000e-10 4.5383651382e-14
3.3050000000e+03 1.2883000000e+01 4.2102000000e-01 0.0000000000e+00 -9.4768000000e-01 1.0146000000e-09 1.2704000000e-07 -5.3028000000e-10 4.5310639409e-14
3.3060000000e+03 1.2865000000e+01 4.1825000000e-01 0.0000000000e+00 -9.4200000000e-01 1.0141000000e-09 1.2683000000e-07 -4.9163000000e-10 4.5237761197e-14
3.3070000000e+03 1.2846000000e+01 4.1547000000e-01 0.0000000000e+00 -9.3616000000e-01 1.0136000000e-09 1.2663000000e-07 -4.5306000000e-10 4.5165016472e-14
3.3080000000e+03 1.2827000000e+01 4.1273000000e-01 0.0000000000e+00 -9.3039000000e-01 1.0131000000e-09 1.2643000000e-07 -4.1458000000e-10 4.5092404958e-14
3.3090000000e+03 1.2807000000e+01 4.1000000000e-01 0.0000000000e+00 -9.2446000000e-01 1.0126000000e-09 1.2623000000e-07 -3.7620000000e-10 4.5019926380e-14
3.3100000000e+03 1.2788000000e+01 4.0729000000e-01 0.0000000000e+00 -9.1846000000e-01 1.0121000000e-09 1.2604000000e-07 -3.3792000000e-10 4.4947580465e-14
3.3110000000e+03 1.2768000000e+01 4.0460000000e-01 0.0000000000e+00 -9.1230000000e-01 1.0117000000e-09 1.2584000000e-07 -2.9974000000e-10 4.4875366940e-14
3.3120000000e+03 1.2748000000e+01 4.0192000000e-01 0.0000000000e+00 -9.0621000000e-01 1.0112000000e-09 1.2565000000e-07 -2.6166000000e-10 4.4803285531e-14
3.3130000000e+03 1.2728000000e+01 3.9927000000e-01 0.0000000000e+00 -8.9996000000e-01 1.0107000000e-09 1.2546000000e-07 -2.2369000000e-10 4.4731335967e-14
3.3140000000e+03 1.2707000000e+01 3.9665000000e-01 0.0000000000e+00 -8.9364000000e-01 1.0102000000e-09 1.2527000000e-07 -1.8584000000e-10 4.4659517977e-14
3.3150000000e+03 1.2686000000e+01 3.9403000000e-01 0.0000000000e+00 -8.8731000000e-01 1.0097000000e-09 1.2508000000e-07 -1.4810000000e-10 4.4587831290e-14
3.3160000000e+03 1.2664000000e+01 3.9145000000e-01 0.0000000000e+00 -8.8082000000e-01 1.0092000000e-09 1.2489000000e-07 -1.1048000000e-10 4.4516275635e-14
3.3170000000e+03 1.2643000000e+01 3.8888000000e-01 0.0000000000e+00 -8.7433000000e-01 1.0087000000e-09 1.2470000000e-07 -7.2979000000e-11 4.4444850744e-14
3.3180000000e+03 1.2620000000e+01 3.8634000000e-01 0.0000000000e+00 -8.6769000000e-01 1.0082000000e-09 1.2451000000e-07 -3.5606000000e-11 4.4373556346e-14
3.3190000000e+03 1.2598000000e+01 3.8384000000e-01 0.0000000000e+00 -8.6104000000e-01 1.0077000000e-09 1.2433000000e-07 1.6384000000e-12 4.4302392175e-14
3.3200000000e+03 1.2575000000e+01 3.8134000000e-01 0.0000000000e+00 -8.5439000000e-01 1.0073000000e-09 1.2414000000e-07 3.8750000000e-11 4.4231357963e-14
3.3210000000e+03 1.2552000000e+01 3.7887000000e-01 0.0000000000e+00 -8.4766000000e-01 1.0068000000e-09 1.2395000000e-07 7.5726000000e-11 4.4160453442e-14
3.3220000000e+03 1.2528000000e+01 3.7643000000e-01 0.0000000000e+00 -8.4085000000e-01 1.0063000000e-09 1.2377000000e-07 1.1256000000e-10 4.4089678346e-14
3.3230000000e+03 1.2504000000e+01 3.7400000000e-01 0.0000000000e+00 -8.3395000000e-01 1.0058000000e-09 1.2358000000e-07 1.4926000000e-10 4.4019032409e-14
3.3240000000e+03 1.2481000000e+01 3.7161000000e-01 0.0000000000e+00 -8.2713000000e-01 1.0053000000e-09 1.2339000000e-07 1.8580000000e-10 4.3948515366e-14
3.3250000000e+03 1.2456000000e+01 3.6924000000e-01 0.0000000000e+00 -8.2016000000e-01 1.0048000000e-09 1.2321000000e-07 2.2220000000e-10 4.3878126953e-14
3.3260000000e+03 1.2432000000e+01 3.6690000000e-01 0.0000000000e+00 -8.1318000000e-01 1.0043000000e-09 1.2302000000e-07 2.5845000000e-10 4.3807866906e-14
3.3270000000e+03 1.2407000000e+01 3.6459000000e-01 0.0000000000e+00 -8.0612000000e-01 1.0039000000e-09 1.2283000000e-07 2.9454000000e-10 4.3737734960e-14
3.3280000000e+03 1.2381000000e+01 3.6231000000e-01 0.0000000000e+00 -7.9906000000e-01 1.0034000000e-09 1.2264000000e-07 3.3047000000e-10 4.3667730854e-14
3.3290000000e+03 1.2356000000e+01 3.6005000000e-01 0.0000000000e+00 -7.9199000000e-01 1.0029000000e-09 1.2245000000e-07 3.6624000000e-10 4.3597854324e-14
3.3300000000e+03 1.2330000000e+01 3.5782000000e-01 0.0000000000e+00 -7.8478000000e-01 1.0024000000e-09 1.2225000000e-07 4.0184000000e-10 4.3528105111e-14
3.3310000000e+03 1.2303000000e+01 3.5562000000e-01 0.0000000000e+00 -7.7756000000e-01 1.0019000000e-09 1.2206000000e-07 4.3727000000e-10 4.3458482952e-14
3.3320000000e+03 1.2277000000e+01 3.5345000000e-01 0.0000000000e+00 -7.7031000000e-01 1.0014000000e-09 1.2186000000e-07 4.7253000000e-10 4.3388987587e-14
3.3330000000e+03 1.2250000000e+01 3.5131000000e-01 0.0000000000e+00 -7.6306000000e-01 1.0010000000e-09 1.2166000000e-07 5.0761000000e-10 4.3319618757e-14
3.3340000000e+03 1.2223000000e+01 3.4920000000e-01 0.0000000000e+00 -7.5584000000e-01 1.0005000000e-09 1.2146000000e-07 5.4251000000e-10 4.3250376202e-14
3.3350000000e+03 1.2195000000e+01 3.4711000000e-01 0.0000000000e+00 -7.4856000000e-01 1.0000000000e-09 1.2126000000e-07 5.7723000000e-10 4.3181259663e-14
3.3360000000e+03 1.2167000000e+01 3.4506000000e-01 0.0000000000e+00 -7.4121000000e-01 9.9952000000e-10 1.2105000000e-07 6.1176000000e-10 4.3112268883e-14
3.3370000000e+03 1.2139000000e+01 3.4304000000e-01 0.0000000000e+00 -7.3387000000e-01 9.9904000000e-10 1.2084000000e-07 6.4611000000e-10 4.3043403604e-14
3.3380000000e+03 1.2110000000e+01 3.4105000000e-01 0.0000000000e+00 -7.2654000000e-01 9.9856000000e-10 1.2063000000e-07 6.8026000000e-10 4.2974663570e-14
3.3390000000e+03 1.2082000000e+01 3.3908000000e-01 0.0000000000e+00 -7.1917000000e-01 9.9808000000e-10 1.2042000000e-07 7.1421000000e-10 4.2906048523e-14
3.3400000000e+03 1.2052000000e+01 3.3715000000e-01 0.0000000000e+00 -7.1178000000e-01 9.9760000000e-10 1.2020000000e-07 7.4796000000e-10 4.2837558209e-14
3.3410000000e+03 1.2022000000e+01 3.3526000000e-01 0.0000000000e+00 -7.0440000000e-01 9.9712000000e-10 1.1998000000e-07 7.8151000000e-10 4.2769192373e-14
3.3420000000e+03 1.1992000000e+01 3.3339000000e-01 0.0000000000e+00 -6.9699000000e-01 9.9664000000e-10 1.1976000000e-07 8.1485000000e-10 4.2700950759e-14
3.3430000000e+03 1.1962000000e+01 3.3156000000e-01 0.0000000000e+00 -6.8958000000e-01 9.9616000000e-10 1.1953000000e-07 8.4798000000e-10 4.2632833114e-14
3.3440000000e+03 1.1932000000e+01 3.2976000000e-01 0.0000000000e+00 -6.8217000000e-01 9.9569000000e-10 1.1930000000e-07 8.8090000000e-10 4.2564839184e-14
3.3450000000e+03 1.1901000000e+01 3.2798000000e-01 0.0000000000e+00 -6.7475000000e-01 9.9521000000e-10 1.1906000000e-07 9.1360000000e-10 4.2496968717e-14
3.3460000000e+03 1.1870000000e+01 3.2623000000e-01 0.0000000000e+00 -6.6734000000e-01 9.9473000000e-10 1.1882000000e-07 9.4608000000e-10 4.2429221461e-14
3.3470000000e+03 1.1839000000e+01 3.2453000000e-01 0.0000000000e+00 -6.5991000000e-01 9.9425000000e-10 1.1858000000e-07 9.7833000000e-10 4.2361597164e-14
3.3480000000e+03 1.1806000000e+01 3.2285000000e-01 0.0000000000e+00 -6.5250000000e-01 9.9378000000e-10 1.1833000000e-07 1.0104000000e-09 4.2294095574e-14
3.3490000000e+03 1.1774000000e+01 3.2121000000e-01 0.0000000000e+00 -6.4510000000e-01 9.9330000000e-10 1.1808000000e-07 1.0422000000e-09 4.2226716442e-14
3.3500000000e+03 1.1742000000e+01 3.1961000000e-01 0.0000000000e+00 -6.3770000000e-01 9.9283000000e-10 1.1782000000e-07 1.0737000000e-09 4.2159459517e-14
3.3510000000e+03 1.1710000000e+01 3.1803000000e-01 0.0000000000e+00 -6.3031000000e-01 9.9235000000e-10 1.1755000000e-07 1.1051000000e-09 4.2092324550e-14
3.3520000000e+03 1.1677000000e+01 3.1649000000e-01 0.0000000000e+00 -6.2294000000e-01 9.9188000000e-10 1.1729000000e-07 1.1361000000e-09 4.2025311293e-14
3.3530000000e+03 1.1644000000e+01 3.1500000000e-01 0.0000000000e+00 -6.1559000000e-01 9.9140000000e-10 1.1701000000e-07 1.1670000000e-09 4.1958419497e-14
3.3540000000e+03 1.1610000000e+01 3.1352000000e-01 0.0000000000e+00 -6.0825000000e-01 9.9093000000e-10 1.1674000000e-07 1.1976000000e-09 4.1891648914e-14
3.3550000000e+03 1.1576000000e+01 3.1207000000e-01 0.0000000000e+00 -6.0093000000e-01 9.9046000000e-10 1.1645000000e-07 1.2280000000e-09 4.1824999298e-14
3.3560000000e+03 1.1542000000e+01 3.1064000000e-01 0.0000000000e+00 -5.9363000000e-01 9.8998000000e-10 1.1617000000e-07 1.2581000000e-09 4.1758470401e-14
3.3570000000e+03 1.1508000000e+01 3.0927000000e-01 0.0000000000e+00 -5.8635000000e-01 9.8951000000e-10 1.1588000000e-07 1.2879000000e-09 4.1692061979e-14
3.3580000000e+03 1.1473000000e+01 3.0792000000e-01 0.0000000000e+00 -5.7910000000e-01 9.8904000000e-10 1.1559000000e-07 1.3176000000e-09 4.1625773784e-14
3.3590000000e+03 1.1439000000e+01 3.0660000000e-01 0.0000000000e+00 -5.7188000000e-01 9.8856000000e-10 1.1529000000e-07 1.3469000000e-09 4.1559605574e-14
3.3600000000e+03 1.1405000000e+01 3.0533000000e-01 0.0000000000e+00 -5.6468000000e-01 9.8809000000e-10 1.1500000000e-07 1.3760000000e-09 4.1493557103e-14
3.3610000000e+03 1.1370000000e+01 3.0407000000e-01 0.0000000000e+00 -5.5754000000e-01 9.8762000000e-10 1.1469000000e-07 1.4049000000e-09 4.1427628127e-14
3.3620000000e+03 1.1334000000e+01 3.0286000000e-01 0.0000000000e+00 -5.5040000000e-01 9.8715000000e-10 1.1439000000e-07 1.4335000000e-09 4.1361818404e-14
3.3630000000e+03 1.1298000000e+01 3.0169000000e-01 0.0000000000e+00 -5.4331000000e-01 9.8668000000e-10 1.1408000000e-07 1.4619000000e-09 4.1296127690e-14
3.3640000000e+03 1.1263000000e+01 3.0053000000e-01 0.0000000000e+00 -5.3626000000e-01 9.8621000000e-10 1.1378000000e-07 1.4900000000e-09 4.1230555744e-14
3.3650000000e+03 1.1226000000e+01 2.9942000000e-01 0.0000000000e+00 -5.2925000000e-01 9.8574000000e-10 1.1347000000e-07 1.5178000000e-09 4.1165102324e-14
3.3660000000e+03 1.1190000000e+01 2.9834000000e-01 0.0000000000e+00 -5.2227000000e-01 9.8527000000e-10 1.1316000000e-07 1.5454000000e-09 4.1099767189e-14
3.3670000000e+03 1.1154000000e+01 2.9730000000e-01 0.0000000000e+00 -5.1533000000e-01 9.8480000000e-10 1.1284000000e-07 1.5727000000e-09 4.1034550099e-14
3.3680000000e+03 1.1117000000e+01 2.9627000000e-01 0.0000000000e+00 -5.0845000000e-01 9.8433000000e-10 1.1253000000e-07 1.5997000000e-09 4.0969450814e-14
3.3690000000e+03 1.1081000000e+01 2.9529000000e-01 0.0000000000e+00 -5.0161000000e-01 9.8386000000e-10 1.1222000000e-07 1.6265000000e-09 4.0904469094e-14
3.3700000000e+03 1.1042000000e+01 2.9434000000e-01 0.0000000000e+00 -4.9482000000e-01 9.8339000000e-10 1.1190000000e-07 1.6530000000e-09 4.0839604701e-14
3.3710000000e+03 1.1006000000e+01 2.9341000000e-01 0.0000000000e+00 -4.8807000000e-01 9.8293000000e-10 1.1158000000e-07 1.6793000000e-09 4.0774857395e-14
3.3720000000e+03 1.0968000000e+01 2.9253000000e-01 0.0000000000e+00 -4.8138000000e-01 9.8246000000e-10 1.1127000000e-07 1.7053000000e-09 4.0710226941e-14
3.3730000000e+03 1.0930000000e+01 2.9168000000e-01 0.0000000000e+00 -4.7474000000e-01 9.8199000000e-10 1.1095000000e-07 1.7310000000e-09 4.0645713100e-14
3.3740000000e+03 1.0893000000e+01 2.9085000000e-01 0.0000000000e+00 -4.6817000000e-01 9.8153000000e-10 1.1064000000e-07 1.7564000000e-09 4.0581315635e-14
3.3750000000e+03 1.0854000000e+01 2.9006000000e-01 0.0000000000e+00 -4.6164000000e-01 9.8106000000e-10 1.1032000000e-07 1.7815000000e-09 4.0517034311e-14
3.3760000000e+03 1.0815000000e+01 2.8929000000e-01 0.0000000000e+00 -4.5516000000e-01 9.8059000000e-10 1.1001000000e-07 1.8064000000e-09 4.0452868892e-14
3.3770000000e+03 1.0776000000e+01 2.8855000000e-01 0.0000000000e+00 -4.4876000000e-01 9.8013000000e-10 1.0970000000e-07 1.8310000000e-09 4.0388819143e-14
3.3780000000e+03 1.0738000000e+01 2.8785000000e-01 0.0000000000e+00 -4.4241000000e-01 9.7966000000e-10 1.0938000000e-07 1.8553000000e-09 4.0324884829e-14
3.3790000000e+03 1.0699000000e+01 2.8718000000e-01 0.0000000000e+00 -4.3612000000e-01 9.7920000000e-10 1.0907000000e-07 1.8794000000e-09 4.0261065716e-14
3.3800000000e+03 1.0660000000e+01 2.8653000000e-01 0.0000000000e+00 -4.2991000000e-01 9.7873000000e-10 1.0876000000e-07 1.9031000000e-09 4.0197361571e-14
3.3810000000e+03 1.0622000000e+01 2.8593000000e-01 0.0000000000e+00 -4.2376000000e-01 9.7827000000e-10 1.0846000000e-07 1.9266000000e-09 4.0133772161e-14
3.3820000000e+03 1.0583000000e+01 2.8534000000e-01 0.0000000000e+00 -4.1767000000e-01 9.7780000000e-10 1.0815000000e-07 1.9498000000e-09 4.0070297254e-14
3.3830000000e+03 1.0543000000e+01 2.8479000000e-01 0.0000000000e+00 -4.1165000000e-01 9.7734000000e-10 1.0785000000e-07 1.9727000000e-09 4.0006936617e-14
3.3840000000e+03 1.0504000000e+01 2.8426000000e-01 0.0000000000e+00 -4.0570000000e-01 9.7688000000e-10 1.0755000000e-07 1.9953000000e-09 3.9943690019e-14
3.3850000000e+03 1.0464000000e+01 2.8376000000e-01 0.0000000000e+00 -3.9982000000e-01 9.7641000000e-10 1.0725000000e-07 2.0176000000e-09 3.9880557230e-14
3.3860000000e+03 1.0425000000e+01 2.8330000000e-01 0.0000000000e+00 -3.9401000000e-01 9.7595000000e-10 1.0696000000e-07 2.0396000000e-09 3.9817538018e-14
3.3870000000e+03 1.0385000000e+01 2.8286000000e-01 0.0000000000e+00 -3.8827000000e-01 9.7549000000e-10 1.0667000000e-07 2.0613000000e-09 3.9754632155e-14
3.3880000000e+03 1.0345000000e+01 2.8244000000e-01 0.0000000000e+00 -3.8262000000e-01 9.7503000000e-10 1.0638000000e-07 2.0828000000e-09 3.9691839411e-14
3.3890000000e+03 1.0304000000e+01 2.8206000000e-01 0.0000000000e+00 -3.7703000000e-01 9.7457000000e-10 1.0610000000e-07 2.1039000000e-09 3.9629159556e-14
3.3900000000e+03 1.0264000000e+01 2.8170000000e-01 0.0000000000e+00 -3.7153000000e-01 9.7411000000e-10 1.0582000000e-07 2.1247000000e-09 3.9566592364e-14
3.3910000000e+03 1.0225000000e+01 2.8137000000e-01 0.0000000000e+00 -3.6611000000e-01 9.7365000000e-10 1.0554000000e-07 2.1453000000e-09 3.9504137605e-14
3.3920000000e+03 1.0185000000e+01 2.8107000000e-01 0.0000000000e+00 -3.6075000000e-01 9.7319000000e-10 1.0527000000e-07 2.1655000000e-09 3.9441795053e-14
3.3930000000e+03 1.0145000000e+01 2.8079000000e-01 0.0000000000e+00 -3.5549000000e-01 9.7273000000e-10 1.0500000000e-07 2.1854000000e-09 3.9379564482e-14
3.3940000000e+03 1.0104000000e+01 2.8054000000e-01 0.0000000000e+00 -3.5031000000e-01 9.7227000000e-10 1.0474000000e-07 2.2050000000e-09 3.9317445664e-14
3.3950000000e+03 1.0065000000e+01 2.8031000000e-01 0.0000000000e+00 -3.4520000000e-01 9.7181000000e-10 1.0449000000e-07 2.2244000000e-09 3.9255438374e-14
3.3960000000e+03 1.0024000000e+01 2.8012000000e-01 0.0000000000e+00 -3.4018000000e-01 9.7135000000e-10 1.0423000000e-07 2.2434000000e-09 3.9193542388e-14
3.3970000000e+03 9.9831000000e+00 2.7994000000e-01 0.0000000000e+00 -3.3525000000e-01 9.7089000000e-10 1.0399000000e-07 2.2621000000e-09 3.9131757479e-14
3.3980000000e+03 9.9424000000e+00 2.7979000000e-01 0.0000000000e+00 -3.3040000000e-01 9.7043000000e-10 1.0375000000e-07 2.2804000000e-09 3.9070083425e-14
3.3990000000e+03 9.9023000000e+00 2.7967000000e-01 0.0000000000e+00 -3.2563000000e-01 9.6997000000e-10 1.0352000000e-07 2.2985000000e-09 3.9008520000e-14
3.4000000000e+03 9.8616000000e+00 2.7956000000e-01 0.0000000000e+00 -3.2096000000e-01 9.6952000000e-10 1.0329000000e-07 2.3163000000e-09 3.8947066983e-14
3.4010000000e+03 9.8215000000e+00 2.7948000000e-01 0.0000000000e+00 -3.1636000000e-01 9.6906000000e-10 1.0307000000e-07 2.3337000000e-09 3.8885724151e-14
3.4020000000e+03 9.7814000000e+00 2.7942000000e-01 0.0000000000e+00 -3.1187000000e-01 9.6860000000e-10 1.0285000000e-07 2.3508000000e-09 3.8824491281e-14
3.4030000000e+03 9.7399000000e+00 2.7938000000e-01 0.0000000000e+00 -3.0745000000e-01 9.6815000000e-10 1.0265000000e-07 2.3676000000e-09 3.8763368151e-14
3.4040000000e+03 9.6991000000e+00 2.7937000000e-01 0.0000000000e+00 -3.0312000000e-01 9.6769000000e-10 1.0244000000e-07 2.3841000000e-09 3.8702354541e-14
3.4050000000e+03 9.6582000000e+00 2.7937000000e-01 0.0000000000e+00 -2.9889000000e-01 9.6723000000e-10 1.0225000000e-07 2.4003000000e-09 3.8641450229e-14
3.4060000000e+03 9.6181000000e+00 2.7941000000e-01 0.0000000000e+00 -2.9475000000e-01 9.6678000000e-10 1.0205000000e-07 2.4162000000e-09 3.8580654996e-14
3.4070000000e+03 9.5780000000e+00 2.7945000000e-01 0.0000000000e+00 -2.9070000000e-01 9.6632000000e-10 1.0187000000e-07 2.4317000000e-09 3.8519968622e-14
3.4080000000e+03 9.5371000000e+00 2.7952000000e-01 0.0000000000e+00 -2.8673000000e-01 9.6587000000e-10 1.0169000000e-07 2.4469000000e-09 3.8459390887e-14
3.4090000000e+03 9.4963000000e+00 2.7960000000e-01 0.0000000000e+00 -2.8287000000e-01 9.6541000000e-10 1.0151000000e-07 2.4619000000e-09 3.8398921573e-14
3.4100000000e+03 9.4561000000e+00 2.7972000000e-01 0.0000000000e+00 -2.7909000000e-01 9.6496000000e-10 1.0134000000e-07 2.4765000000e-09 3.8338560462e-14
3.4110000000e+03 9.4152000000e+00 2.7985000000e-01 0.0000000000e+00 -2.7541000000e-01 9.6451000000e-10 1.0117000000e-07 2.4908000000e-09 3.8278307336e-14
3.4120000000e+03 9.3751000000e+00 2.7999000000e-01 0.0000000000e+00 -2.7180000000e-01 9.6405000000e-10 1.0101000000e-07 2.5047000000e-09 3.8218161977e-14
3.4130000000e+03 9.3342000000e+00 2.8015000000e-01 0.0000000000e+00 -2.6831000000e-01 9.6360000000e-10 1.0085000000e-07 2.5184000000e-09 3.8158124170e-14
3.4140000000e+03 9.2947000000e+00 2.8033000000e-01 0.0000000000e+00 -2.6491000000e-01 9.6315000000e-10 1.0069000000e-07 2.5318000000e-09 3.8098193696e-14
3.4150000000e+03 9.2538000000e+00 2.8052000000e-01 0.0000000000e+00 -2.6160000000e-01 9.6270000000e-10 1.0054000000e-07 2.5448000000e-09 3.8038370342e-14
3.4160000000e+03 9.2144000000e+00 2.8073000000e-01 0.0000000000e+00 -2.5837000000e-01 9.6224000000e-10 1.0039000000e-07 2.5576000000e-09 3.7978653891e-14
3.4170000000e+03 9.1735000000e+00 2.8096000000e-01 0.0000000000e+00 -2.5525000000e-01 9.6179000000e-10 1.0025000000e-07 2.5700000000e-09 3.7919044129e-14
3.4180000000e+03 9.1340000000e+00 2.8121000000e-01 0.0000000000e+00 -2.5223000000e-01 9.6134000000e-10 1.0011000000e-07 2.5821000000e-09 3.7859540841e-14
3.4190000000e+03 9.0946000000e+00 2.8147000000e-01 0.0000000000e+00 -2.4929000000e-01 9.6089000000e-10 9.9966000000e-08 2.5939000000e-09 3.7800143814e-14
3.4200000000e+03 9.0544000000e+00 2.8174000000e-01 0.0000000000e+00 -2.4645000000e-01 9.6044000000e-10 9.9828000000e-08 2.6054000000e-09 3.7740852833e-14
3.4210000000e+03 9.0149000000e+00 2.8203000000e-01 0.0000000000e+00 -2.4370000000e-01 9.5999000000e-10 9.9693000000e-08 2.6166000000e-09 3.7681667687e-14
3.4220000000e+03 8.9754000000e+00 2.8233000000e-01 0.0000000000e+00 -2.4105000000e-01 9.5954000000e-10 9.9560000000e-08 2.6275000000e-09 3.7622588162e-14
3.4230000000e+03 8.9360000000e+00 2.8264000000e-01 0.0000000000e+00 -2.3849000000e-01 9.5909000000e-10 9.9429000000e-08 2.6381000000e-09 3.7563614047e-14
3.4240000000e+03 8.8965000000e+00 2.8296000000e-01 0.0000000000e+00 -2.3603000000e-01 9.5864000000e-10 9.9299000000e-08 2.6483000000e-09 3.7504745131e-14
3.4250000000e+03 8.8577000000e+00 2.8331000000e-01 0.0000000000e+00 -2.3366000000e-01 9.5819000000e-10 9.9171000000e-08 2.6583000000e-09 3.7445981201e-14
3.4260000000e+03 8.8183000000e+00 2.8365000000e-01 0.0000000000e+00 -2.3138000000e-01 9.5774000000e-10 9.9044000000e-08 2.6680000000e-09 3.7387322048e-14
3.4270000000e+03 8.7795000000e+00 2.8400000000e-01 0.0000000000e+00 -2.2919000000e-01 9.5730000000e-10 9.8918000000e-08 2.6773000000e-09 3.7328767462e-14
3.4280000000e+03 8.7408000000e+00 2.8438000000e-01 0.0000000000e+00 -2.2710000000e-01 9.5685000000e-10 9.8793000000e-08 2.6864000000e-09 3.7270317232e-14
3.4290000000e+03 8.7020000000e+00 2.8475000000e-01 0.0000000000e+00 -2.2511000000e-01 9.5640000000e-10 9.8668000000e-08 2.6951000000e-09 3.7211971151e-14
3.4300000000e+03 8.6626000000e+00 2.8514000000e-01 0.0000000000e+00 -2.2320000000e-01 9.5595000000e-10 9.8543000000e-08 2.7035000000e-09 3.7153729008e-14
3.4310000000e+03 8.6238000000e+00 2.8554000000e-01 0.0000000000e+00 -2.2139000000e-01 9.5551000000e-10 9.8419000000e-08 2.7117000000e-09 3.7095590597e-14
3.4320000000e+03 8.5866000000e+00 2.8595000000e-01 0.0000000000e+00 -2.1966000000e-01 9.5506000000e-10 9.8295000000e-08 2.7195000000e-09 3.7037555708e-14
3.4330000000e+03 8.5486000000e+00 2.8637000000e-01 0.0000000000e+00 -2.1804000000e-01 9.5461000000e-10 9.8170000000e-08 2.7270000000e-09 3.6979624136e-14
3.4340000000e+03 8.5098000000e+00 2.8678000000e-01 0.0000000000e+00 -2.1650000000e-01 9.5417000000e-10 9.8045000000e-08 2.7342000000e-09 3.6921795672e-14
3.4350000000e+03 8.4726000000e+00 2.8721000000e-01 0.0000000000e+00 -2.1506000000e-01 9.5372000000e-10 9.7919000000e-08 2.7411000000e-09 3.6864070112e-14
3.4360000000e+03 8.4353000000e+00 2.8764000000e-01 0.0000000000e+00 -2.1370000000e-01 9.5328000000e-10 9.7792000000e-08 2.7477000000e-09 3.6806447248e-14
3.4370000000e+03 8.3980000000e+00 2.8809000000e-01 0.0000000000e+00 -2.1243000000e-01 9.5283000000e-10 9.7664000000e-08 2.7541000000e-09 3.6748926875e-14
3.4380000000e+03 8.3608000000e+00 2.8853000000e-01 0.0000000000e+00 -2.1125000000e-01 9.5239000000e-10 9.7535000000e-08 2.7601000000e-09 3.6691508789e-14
3.4390000000e+03 8.3243000000e+00 2.8898000000e-01 0.0000000000e+00 -2.1018000000e-01 9.5195000000e-10 9.7404000000e-08 2.7658000000e-09 3.6634192785e-14
3.4400000000e+03 8.2878000000e+00 2.8944000000e-01 0.0000000000e+00 -2.0918000000e-01 9.5150000000e-10 9.7271000000e-08 2.7712000000e-09 3.6576978658e-14
3.4410000000e+03 8.2513000000e+00 2.8990000000e-01 0.0000000000e+00 -2.0827000000e-01 9.5106000000e-10 9.7137000000e-08 2.7763000000e-09 3.6519866206e-14
3.4420000000e+03 8.2148000000e+00 2.9036000000e-01 0.0000000000e+00 -2.0745000000e-01 9.5062000000e-10 9.7000000000e-08 2.7811000000e-09 3.6462855225e-14
3.4430000000e+03 8.1783000000e+00 2.9083000000e-01 0.0000000000e+00 -2.0671000000e-01 9.5017000000e-10 9.6860000000e-08 2.7856000000e-09 3.6405945511e-14
3.4440000000e+03 8.1425000000e+00 2.9130000000e-01 0.0000000000e+00 -2.0605000000e-01 9.4973000000e-10 9.6718000000e-08 2.7898000000e-09 3.6349136864e-14
3.4450000000e+03 8.1068000000e+00 2.9177000000e-01 0.0000000000e+00 -2.0550000000e-01 9.4929000000e-10 9.6574000000e-08 2.7937000000e-09 3.6292429081e-14
3.4460000000e+03 8.0710000000e+00 2.9223000000e-01 0.0000000000e+00 -2.0502000000e-01 9.4885000000e-10 9.6426000000e-08 2.7973000000e-09 3.6235821961e-14
3.4470000000e+03 8.0360000000e+00 2.9271000000e-01 0.0000000000e+00 -2.0462000000e-01 9.4841000000e-10 9.6274000000e-08 2.8006000000e-09 3.6179315303e-14
3.4480000000e+03 8.0011000000e+00 2.9318000000e-01 0.0000000000e+00 -2.0430000000e-01 9.4796000000e-10 9.6120000000e-08 2.8036000000e-09 3.6122908906e-14
3.4490000000e+03 7.9668000000e+00 2.9366000000e-01 0.0000000000e+00 -2.0408000000e-01 9.4752000000e-10 9.5961000000e-08 2.8064000000e-09 3.6066602571e-14
3.4500000000e+03 7.9326000000e+00 2.9413000000e-01 0.0000000000e+00 -2.0392000000e-01 9.4708000000e-10 9.5799000000e-08 2.8088000000e-09 3.6010396098e-14
